#{"t_start": 1628804864.770609, "env_id": "LunarLander-v2"}
r,l,t
21.304089,1000,1830.964517
153.16602,368,1832.906421
-58.469916,442,1835.43203
243.394518,400,1837.582445
102.376368,478,1840.463094
-35.349026,193,1841.447498
-84.784186,242,1842.754016
-105.193492,329,1844.497895
155.583866,402,1847.060969
-63.718508,527,1850.128276
-158.320619,887,1855.775644
71.256429,981,1862.067751
171.64094,640,1866.329883
-102.093753,603,1869.437473
172.202427,423,1871.711678
-59.219188,293,1873.37481
178.793392,709,1878.716815
203.973981,558,1881.668191
-31.257908,393,1883.619895
-73.273987,371,1885.771203
238.44773,436,1888.319255
-127.191057,479,1891.182516
-62.735453,357,1893.104691
192.320589,523,1896.25627
192.590552,260,1897.458198
225.800521,493,1900.743626
-90.222913,145,1901.473923
-96.416108,537,1904.790366
247.964079,452,1907.312439
239.443335,502,1910.46257
-22.383192,1000,1916.726722
190.4723,694,1920.621786
-87.169653,422,1922.926414
203.494077,613,1926.435465
-21.961507,1000,1934.260526
-61.946489,280,1935.557903
-44.286392,194,1936.262571
-114.86948,277,1937.758064
24.591829,1000,1944.957671
170.740012,560,1948.210046
-104.524111,371,1950.096813
-53.070903,213,1951.369485
92.164988,1000,1959.346696
122.301832,561,1962.829811
-63.816662,192,1963.854323
-62.122821,433,1966.186942
-72.534753,214,1967.29004
-109.169829,331,1968.875766
225.907583,489,1971.81836
134.618765,513,1975.18431
235.385479,450,1977.791453
204.746055,558,1981.196338
-54.882688,500,1983.913059
-91.199835,350,1986.126005
179.717414,558,1989.12126
-86.826591,334,1991.102071
-43.835126,1000,1998.001887
-72.247899,1000,2004.946719
133.786017,872,2011.598069
-73.798337,287,2012.773537
191.389222,646,2016.608589
-14.376801,467,2019.188298
-76.410378,191,2020.154298
-63.761299,179,2020.945919
125.205774,661,2025.859448
194.494668,515,2028.813179
-59.720248,289,2030.401319
-86.662646,1000,2036.75762
-40.394247,426,2038.898431
-89.278951,319,2040.694956
39.624379,1000,2046.480739
151.495197,505,2049.179109
-81.407215,600,2052.878326
-99.03914,346,2054.74524
-106.575119,133,2055.362104
-85.637446,190,2056.410792
133.495259,648,2060.386236
-97.624688,1000,2067.374024
-87.103333,236,2068.335371
104.893245,696,2071.819661
-106.046795,712,2076.868114
-79.991679,182,2077.60858
-96.835346,267,2079.055244
165.913548,573,2082.685771
-127.675448,250,2084.064803
-85.392925,163,2084.847821
68.675122,954,2091.963288
-54.578773,1000,2098.549944
-101.27991,412,2100.501615
-90.380831,166,2101.438323
207.031766,561,2104.734038
196.002223,460,2107.308321
-25.154187,1000,2114.893959
-59.071916,192,2115.643016
-16.215405,1000,2121.58451
68.876932,895,2127.738562
-118.344832,329,2129.326463
-164.979458,463,2131.855009
171.522898,507,2135.031526
197.459171,440,2137.482709
-109.741196,175,2138.343208
178.895634,446,2140.600922
-147.710926,1000,2147.301237
-46.479298,1000,2155.371935
-193.967298,606,2158.496184
-72.13225,470,2161.208635
184.550306,606,2164.741552
-112.586886,1000,2172.525306
-61.554578,1000,2180.998643
-153.423121,1000,2187.996454
-96.888893,1000,2193.866064
-20.29162,1000,2199.784074
-14.264722,1000,2206.452127
181.123559,564,2209.926329
120.233228,898,2216.107492
114.017552,670,2220.065106
-26.128015,318,2221.926355
-94.341287,327,2223.551308
-55.438132,236,2224.74137
-44.403674,1000,2231.626191
-170.342662,656,2236.135301
-111.028991,680,2240.516282
161.8336,497,2243.156739
151.376369,706,2247.758394
149.549933,520,2250.831376
-122.53926,460,2253.456428
-76.632207,213,2254.519874
197.970908,358,2256.141366
-32.942806,373,2258.356411
227.668136,455,2260.787922
-205.574001,817,2266.391539
-95.928346,1000,2273.027573
-17.808958,279,2274.224658
-39.377163,1000,2281.180976
171.173897,388,2283.380197
-49.486566,216,2284.250024
-28.605954,1000,2291.055386
200.896196,339,2292.99923
7.648981,1000,2300.62772
-119.287148,340,2302.221757
224.782059,307,2303.583139
-79.526612,1000,2311.812648
216.873064,486,2314.116845
-231.12968,956,2320.925604
7.23472,261,2322.168101
-106.321899,269,2323.285527
-128.147818,465,2326.095701
-27.957985,245,2327.277706
-195.783356,806,2333.042684
-124.647325,443,2335.322433
222.741254,328,2337.046163
-103.369709,219,2338.165351
246.995213,313,2339.710233
189.018924,344,2341.778777
-85.283,207,2342.795559
-93.692654,285,2344.043694
-98.293064,268,2345.591984
-77.643687,347,2347.53285
-48.639875,289,2349.042048
-28.426801,300,2350.704524
-78.278377,572,2354.352259
-100.339911,1000,2361.95965
-58.790988,295,2363.452668
180.309091,344,2364.995653
151.839508,416,2367.540778
-54.630039,204,2368.499151
163.186226,758,2374.071416
-8.270304,181,2374.991088
207.514744,434,2377.283437
-88.905259,265,2378.638642
194.662373,509,2381.692556
-36.864556,172,2382.320679
185.070965,606,2385.917441
219.69808,600,2389.915915
-96.431491,301,2391.131277
-64.673136,379,2393.234604
200.703383,427,2395.612079
-64.152953,184,2396.630094
-92.111621,826,2401.4495
177.69093,565,2404.700858
178.261593,525,2407.705758
-122.375424,646,2411.861692
-71.289758,1000,2418.343575
-77.374573,243,2419.786346
-76.652279,395,2421.64009
-47.768092,1000,2428.864653
145.683451,776,2433.508773
-80.940338,1000,2440.247709
-136.387051,555,2443.40206
-69.315198,238,2444.629771
-106.784275,168,2445.476538
-31.6605,301,2447.087543
-158.123826,520,2449.965635
-48.267102,398,2452.382435
218.322359,526,2455.55106
156.185939,793,2460.84087
-41.139613,1000,2469.240041
162.681402,656,2473.332186
200.632579,644,2477.669535
-100.981217,318,2479.220358
185.184326,360,2481.0895
-250.616899,942,2487.242206
-79.330085,443,2489.408434
-67.766758,250,2490.85109
-136.481029,338,2492.606806
-11.992591,182,2493.292598
203.652838,323,2495.033404
-137.599015,163,2495.905196
-194.797199,511,2498.838016
-96.15602,1000,2506.04787
-163.707951,465,2508.456658
126.188497,846,2514.968828
-165.882111,250,2516.317823
-170.999302,255,2517.590397
204.681609,370,2519.372005
-137.205903,146,2520.055028
-176.053059,329,2521.905916
-148.383036,1000,2529.023719
-140.584894,182,2529.767054
-211.364572,566,2532.932114
-164.409458,271,2534.636871
113.475474,899,2540.798978
-140.017738,209,2541.702096
131.940462,922,2547.925837
-22.73606,207,2548.731567
-192.731365,178,2549.5699
137.828584,835,2555.235846
-127.579746,1000,2561.824746
-170.337158,196,2562.755142
-75.637929,195,2563.747395
-134.855459,1000,2571.683392
-8.956551,227,2572.660574
-155.222957,168,2573.361615
-44.668506,199,2574.103551
-149.621797,272,2575.42275
-243.29427,757,2580.248903
-194.747093,679,2584.482077
-48.070678,342,2586.17679
-143.817564,295,2587.546908
-217.784089,741,2593.098145
-73.268048,380,2595.016669
-3.156434,236,2596.183357
-162.221099,1000,2603.640209
-130.599234,301,2604.908514
-97.251404,254,2606.146133
-138.322735,1000,2612.678653
-62.427357,1000,2619.477955
-100.424713,551,2622.489388
163.438329,761,2628.246371
-188.462492,521,2631.259221
115.054946,602,2635.014369
145.661542,951,2641.710131
-126.456737,181,2642.612159
-195.249174,624,2646.380741
228.657116,457,2649.094076
-158.888266,359,2651.207994
112.689139,937,2659.813255
-103.995663,640,2663.784644
-128.036392,265,2664.859286
-113.505503,385,2666.855114
204.851513,719,2671.30493
196.925646,744,2675.957441
-39.353506,365,2677.970909
197.63067,333,2679.42288
-37.972467,297,2681.184149
-208.924243,908,2686.444036
-37.677896,211,2687.410679
-90.348889,1000,2693.807393
214.962054,325,2695.482469
-188.585435,788,2700.16513
-90.948338,186,2701.193913
9.507656,273,2702.332819
256.796864,317,2704.184394
-33.26391,165,2704.982575
-39.640965,210,2706.001898
-27.403355,160,2706.698099
162.245032,460,2709.071701
135.73828,495,2712.285108
-106.233049,220,2714.171738
195.981844,450,2716.400801
-27.770388,189,2717.216285
-27.878888,115,2717.520672
9.094683,198,2718.096078
-19.513336,140,2719.022219
-119.431163,343,2721.456663
-70.29806,1000,2733.449425
-122.582058,183,2735.116753
-32.533123,145,2736.412239
190.657067,440,2741.478341
-11.927944,140,2742.971825
-56.637929,160,2744.574369
245.002107,283,2747.563247
-35.332043,152,2748.724127
-114.881999,167,2750.347417
-36.52936,147,2751.093119
-54.608703,157,2751.648523
-161.082899,539,2754.315865
-61.530364,183,2754.887382
-169.813276,588,2757.762083
-149.380542,228,2758.465272
-13.340467,165,2759.000742
-163.149569,250,2759.850496
-135.647436,182,2760.365593
-13.540467,112,2760.698257
171.607606,486,2762.942874
249.253393,327,2764.140878
-172.173128,342,2765.543014
-238.686015,809,2769.61539
-47.055147,225,2770.318304
-35.211436,133,2770.640483
147.056649,933,2781.047988
222.687808,356,2784.695856
-148.675951,309,2786.32797
-155.201811,473,2791.34105
-148.906392,191,2792.47347
186.49716,445,2797.109216
-130.421394,1000,2815.782498
164.799603,351,2819.345089
183.812844,642,2824.013659
-35.561095,1000,2830.214444
-180.194316,462,2832.376505
-117.859465,193,2833.025275
199.268666,502,2835.286539
-45.96535,296,2836.333837
-3.84036,1000,2842.643686
129.00983,393,2844.034741
-186.322065,1000,2849.57867
-247.952579,986,2858.256459
-121.410391,170,2858.695299
-96.682854,183,2859.277409
-123.704199,298,2860.596505
-124.831086,424,2862.937343
-122.377557,171,2863.899397
-109.487693,179,2864.816164
180.422504,397,2867.479601
94.920758,808,2875.594491
-167.214243,1000,2886.817696
-84.583035,1000,2897.677318
-182.299059,1000,2907.885856
-119.454243,1000,2917.628951
-120.947691,1000,2927.055476
-119.691259,1000,2931.622288
-93.794942,1000,2939.407612
-118.633021,271,2940.500579
133.322942,822,2945.268881
-119.83914,466,2947.69539
-53.968358,255,2948.583454
-56.750459,258,2949.699419
-103.436072,233,2950.433305
-96.675507,300,2951.946202
-83.744199,206,2952.714676
-113.493093,199,2953.607136
-129.694446,546,2956.574258
-59.051648,1000,2963.459606
-75.920691,427,2965.593353
-64.087609,256,2966.487201
-130.172546,412,2968.356416
-103.211801,245,2969.451662
141.722054,783,2973.733199
191.433749,527,2976.268532
-36.871042,335,2977.796726
123.696414,751,2982.351382
135.110899,679,2985.73018
-59.465092,195,2986.281295
-63.044357,394,2988.061639
-133.876507,236,2988.97744
-93.072552,370,2990.794926
87.082976,868,2996.885941
-30.335542,1000,3003.310112
-49.298955,224,3004.032873
-60.804964,444,3006.29912
-166.564514,488,3008.767664
-220.339754,753,3012.959282
-92.359575,435,3014.54726
131.582632,529,3016.926466
-120.295216,221,3017.940732
-73.017213,1000,3024.754458
155.540494,648,3028.326265
-99.014602,1000,3035.470341
195.647549,399,3036.965669
-103.435829,316,3038.436015
-112.116837,175,3039.11965
163.29058,536,3041.760374
-109.181317,347,3043.331749
232.182462,424,3045.077729
166.017846,357,3046.488875
-58.248512,184,3047.264293
-11.813913,267,3048.288874
-96.364987,156,3048.817603
185.496137,329,3050.029422
-89.86158,226,3051.076569
152.372635,472,3053.410249
-90.671153,476,3055.204451
-81.473323,276,3056.435051
221.983403,340,3057.769588
186.973162,453,3060.025686
-113.875257,354,3061.251875
-76.674123,280,3062.51184
-113.151808,568,3065.180758
-68.805319,190,3066.020453
-124.040963,408,3067.814095
-115.383043,499,3070.315827
157.071869,563,3073.102119
-80.195733,173,3073.680515
186.611598,376,3075.17103
-69.628883,365,3076.687613
-55.405304,217,3077.500995
-90.930538,257,3078.653074
-108.950647,526,3081.158044
-104.436019,389,3082.920746
-71.171605,164,3083.398527
210.104407,421,3085.392077
222.768031,361,3086.969284
-50.807498,330,3088.202918
248.165686,356,3089.818027
202.620115,298,3090.968391
-60.903355,284,3092.152562
-77.772315,163,3092.786973
-89.889704,287,3093.924017
170.686296,497,3096.127592
-66.251343,163,3096.820948
-110.25828,340,3098.348957
-112.01764,224,3099.234949
-75.319136,188,3099.952648
-92.389542,207,3100.778626
203.672527,410,3102.622149
-93.029088,218,3103.612162
-120.002259,190,3104.372355
211.782325,444,3106.327011
215.858193,489,3108.755797
-102.085881,161,3109.292485
-94.884555,223,3110.310561
-79.148579,162,3110.992793
182.656455,405,3112.563091
-70.959937,145,3112.960299
-85.020451,259,3113.999797
181.637116,440,3116.026796
-125.715972,386,3117.484309
-50.810484,478,3119.230502
-113.150475,327,3120.526929
155.87964,522,3122.691548
-89.532883,148,3123.2776
-66.258684,180,3123.947533
-64.679216,178,3124.664748
-85.186882,199,3125.310538
-90.827844,183,3125.90185
-132.232753,336,3127.185621
-124.910568,517,3129.572224
-126.962091,342,3130.767401
-104.42382,199,3131.531938
-122.004641,321,3133.001907
-164.548688,336,3134.337584
-91.476862,157,3134.963017
-98.071897,249,3135.86652
-59.580865,189,3136.531111
-117.555665,419,3138.72147
-114.359916,164,3139.19397
-125.7868,263,3140.145151
132.684031,750,3143.794205
-104.572051,356,3145.232812
-74.225172,181,3145.869663
-172.04506,469,3147.876063
-152.90828,640,3151.138869
-97.945237,141,3151.652333
-94.123813,237,3152.404986
-129.458126,299,3153.529726
-121.315348,673,3156.707378
-148.68753,348,3158.13292
-97.589274,310,3159.100735
-66.461632,213,3159.817658
215.763258,499,3162.006397
-88.790442,150,3162.459503
-79.586645,360,3163.667101
203.815554,438,3165.433509
-77.038605,239,3166.275931
191.827951,464,3168.156239
-98.428707,216,3168.934069
-67.163312,228,3169.696301
186.128626,287,3170.853378
-72.447309,217,3171.591897
-63.303067,333,3172.676758
200.513818,387,3174.009315
-70.401895,319,3175.124495
-74.721006,180,3175.895567
-91.234438,158,3176.486948
151.016384,411,3178.08558
-67.050395,358,3179.389448
137.420101,378,3180.778033
202.687818,360,3182.293205
-61.122383,158,3182.772979
-82.99701,284,3183.744572
-64.16063,288,3184.665888
-48.078768,186,3185.249199
217.142949,373,3186.532101
-58.407439,278,3187.695461
-59.928007,209,3188.481978
-22.104374,301,3189.40911
-79.747726,229,3190.139612
-63.468623,247,3191.141743
153.110711,334,3192.451479
-103.114843,301,3193.476457
196.78891,339,3194.761915
-77.520405,250,3195.752856
-74.256145,331,3196.966946
-108.544064,141,3197.393452
-95.924743,201,3198.154592
238.394182,376,3199.702242
249.130208,314,3200.666599
165.065814,383,3202.056513
147.096277,405,3203.527696
-98.616356,128,3203.86575
-69.189367,240,3204.649127
212.990558,313,3205.70087
-39.017893,264,3206.752147
-96.124826,197,3207.368006
-78.505784,233,3208.166245
177.277027,641,3211.078538
-84.416382,187,3211.621081
249.109599,318,3212.885283
246.684624,314,3214.190893
254.455839,310,3215.143126
-56.862801,246,3215.966258
-60.249193,233,3216.722188
-75.311885,143,3217.233602
-61.992358,237,3218.197331
-97.91485,252,3219.102968
-94.842257,151,3219.626033
-43.516154,230,3220.248394
229.386416,293,3221.38729
179.87493,411,3222.946539
-94.863824,157,3223.390784
-44.873806,225,3224.027562
-94.243956,227,3224.881633
-81.202309,240,3225.82469
-86.565779,145,3226.282525
233.986225,298,3227.160549
-26.735659,196,3227.804014
-76.216678,195,3228.556126
223.754014,301,3229.823319
-67.891804,148,3230.297381
201.003809,291,3231.443517
-75.640735,189,3232.057563
-34.248276,255,3232.985931
10.532521,257,3233.962675
-71.139472,184,3234.599134
-78.649214,190,3235.22166
-65.269628,237,3235.927692
-91.557317,231,3236.6172
-94.988693,141,3237.047752
-72.947206,220,3237.920203
203.837391,394,3239.405387
226.570299,297,3240.356964
237.447835,276,3241.579027
-87.41232,165,3242.174054
-82.686801,144,3242.641894
-77.081889,149,3243.218585
250.875466,308,3244.340281
-76.137407,146,3244.853435
-57.275019,182,3245.502761
256.646284,304,3246.505659
-73.328643,271,3247.343443
150.837405,329,3248.72925
217.577356,308,3249.83644
135.266238,432,3251.267723
136.791813,294,3252.347637
248.727473,300,3253.565778
-86.500085,278,3254.492934
-94.090248,427,3256.315483
227.676291,364,3257.618475
-85.255283,158,3258.04838
-58.096586,163,3258.599604
-74.677139,168,3259.232573
-57.043353,221,3260.078741
-86.960803,137,3260.53567
-58.075809,232,3261.39777
239.744062,332,3262.797469
-78.504492,196,3263.33251
-61.523067,243,3264.117898
159.512031,461,3266.402565
-80.41987,217,3267.079819
113.138738,479,3269.114977
169.563018,526,3271.424961
91.060369,591,3274.101007
-73.923048,394,3275.977846
-112.945828,494,3277.63535
-172.141774,981,3282.145255
-155.374855,403,3283.766283
-105.922825,445,3285.492918
-122.259113,658,3288.793277
-20.317374,1000,3293.885028
-102.493765,369,3295.375056
-83.982329,184,3296.053061
219.981627,751,3299.336208
-112.851136,424,3301.175974
-81.825284,263,3302.126194
-185.584517,952,3307.484203
72.935346,857,3312.167219
-39.50036,1000,3317.534423
-153.761177,533,3319.685695
-94.625056,191,3320.299483
-126.216639,619,3322.972948
-11.944544,1000,3328.414488
-80.508329,423,3330.130099
-65.798387,158,3330.545683
145.381411,789,3335.09811
-84.75765,311,3336.354583
-58.315354,1000,3341.736716
2.321404,1000,3347.515548
146.263695,649,3350.564577
-82.45282,400,3351.842072
-52.296323,197,3352.616086
-81.387369,213,3353.377175
71.983568,872,3357.574123
-56.636979,1000,3362.89277
-90.065809,1000,3367.285656
-47.004516,1000,3372.471832
-64.768799,1000,3377.187059
-53.631853,1000,3381.765866
-53.882686,1000,3386.337799
-49.252572,1000,3391.31809
159.539724,867,3395.493705
-69.315702,168,3395.991444
-68.232154,188,3396.615709
-148.036931,861,3400.659995
-26.568914,1000,3405.802981
-86.028025,215,3406.589512
-35.306748,1000,3419.76456
166.171076,583,3429.108513
-147.016252,616,3437.236764
-49.130274,197,3439.709453
-47.591749,208,3442.01285
-86.868855,447,3448.193461
-42.850342,216,3451.26152
176.940008,482,3458.724025
182.269106,674,3468.900218
159.88633,780,3482.13775
-102.580347,668,3492.254609
-65.346793,241,3495.654633
45.509853,869,3510.188899
-87.214824,197,3512.329396
141.706717,505,3519.905736
215.572256,511,3527.828647
-39.986778,307,3531.466921
221.431194,460,3537.283202
-58.316271,257,3540.51615
-120.743234,304,3544.33504
201.734125,549,3551.162354
86.520015,1000,3567.161348
-177.818949,603,3575.04778
190.112244,357,3579.330943
-36.312886,215,3581.490404
157.972636,506,3588.668227
176.133229,496,3594.857091
204.019767,446,3602.193056
-58.143272,418,3607.667323
172.502849,765,3618.625866
-142.861614,664,3627.977428
203.667169,495,3634.998302
-110.505487,294,3638.39644
-73.42556,408,3645.032876
-51.078267,307,3650.396232
-162.373481,833,3661.335704
-60.721702,172,3663.084918
-63.026053,194,3665.146296
170.80829,435,3671.751113
-190.893683,762,3686.60556
163.957112,365,3691.527354
168.93953,727,3705.213805
-105.550859,461,3710.894301
123.494242,782,3721.694081
125.46451,519,3730.714792
189.13545,694,3741.341351
94.076951,653,3751.156585
-54.710408,230,3753.877443
-84.495195,295,3757.987271
111.611591,783,3770.650625
-150.608379,472,3776.050332
-50.62418,251,3779.011232
83.870012,734,3789.914611
-66.141512,224,3792.73667
116.667039,899,3808.232791
-77.632963,376,3814.767235
169.623695,429,3821.314425
227.429901,460,3828.913422
137.992011,717,3841.378929
216.531401,744,3852.502727
-84.016915,465,3858.762863
-93.653339,342,3863.13862
-96.164215,288,3866.821727
207.088788,515,3873.97934
180.965756,534,3881.995797
-87.351959,383,3887.253825
191.923626,490,3893.935463
-108.53303,482,3902.000001
-53.02779,309,3907.116136
-142.305498,667,3918.098914
166.31813,585,3930.598109
8.507576,332,3936.077766
195.61871,577,3945.69144
182.456549,627,3957.503682
217.86197,453,3963.225617
196.233353,566,3972.509717
215.403749,456,3978.960814
-51.446345,280,3982.963944
-37.130135,281,3988.147013
-76.335285,349,3993.479934
-88.574953,183,3996.237847
113.064578,777,4010.446822
161.481587,956,4026.180155
-48.331197,234,4028.634349
210.311003,542,4036.395846
-115.22698,427,4042.46988
-53.237519,243,4045.391949
-53.864512,328,4049.192646
106.46696,737,4061.946538
92.6648,837,4075.697642
-103.380182,312,4079.93971
-59.210439,176,4082.274055
-62.747549,204,4084.786816
-39.828144,282,4088.43761
152.784516,821,4100.87536
153.776141,482,4107.805861
-21.416124,335,4111.596625
-25.845863,186,4113.758815
-72.640827,1000,4135.693262
-70.885108,165,4138.064887
-67.199261,264,4142.041541
-96.069538,170,4144.33547
-73.306575,504,4152.333773
-140.82154,393,4157.28067
-136.648407,886,4170.836526
-95.726444,409,4177.512495
-101.5298,233,4180.904882
-91.232881,165,4183.160924
195.422069,576,4192.713087
-104.523187,292,4197.538611
-56.860482,476,4204.370887
-55.313929,190,4206.504219
-56.728047,286,4210.407364
-83.560514,166,4212.543973
163.708046,599,4222.150561
-51.506701,235,4224.693926
-50.58243,289,4227.883393
-83.958588,301,4231.904993
-107.803443,385,4238.363255
162.603196,629,4247.879817
-81.42962,274,4251.119138
-122.637987,304,4254.594801
153.805603,525,4262.446162
-61.817737,1000,4280.107169
156.343356,454,4286.513241
-94.809456,251,4290.133792
-28.739493,1000,4308.20919
-64.163235,239,4310.71824
184.646367,490,4318.544881
153.513881,375,4324.732224
-81.847535,180,4327.369011
215.329836,547,4337.052778
95.468349,892,4352.817936
-88.384735,287,4356.070884
-73.811724,365,4360.911878
172.483948,411,4366.046417
210.541149,651,4374.712978
-84.80591,209,4377.199881
-134.071164,551,4386.177715
-111.000605,284,4389.570545
168.290581,373,4393.873577
-84.402269,183,4396.25023
-93.943392,141,4397.784128
-100.462514,422,4403.046361
-83.148882,445,4409.313148
157.052936,488,4416.716614
-97.374754,343,4421.827649
-99.98144,408,4427.327803
-74.11636,319,4431.488179
100.665039,996,4449.625437
-81.09742,336,4454.611284
-119.44502,320,4459.43217
-102.408424,330,4463.655139
-72.193606,246,4467.548209
-160.520907,428,4473.601266
-113.455474,234,4477.116849
-144.497943,672,4487.397057
-146.282352,253,4491.229513
-64.567479,281,4495.14291
-128.54443,148,4496.875707
-87.454398,219,4500.043692
-134.842604,360,4505.809658
-95.120337,420,4513.38475
150.07754,854,4529.179719
-30.130814,1000,4550.387915
-212.256932,872,4567.868523
136.684793,707,4580.562484
-41.937802,1000,4598.029253
-68.207931,1000,4610.869688
-47.104254,1000,4627.493466
-80.339222,1000,4643.97393
-55.798301,1000,4662.442902
-63.329822,206,4665.222449
-84.929116,408,4670.800244
-32.541541,1000,4689.48493
-155.752494,424,4695.298181
-135.72157,857,4709.197172
-82.633895,176,4711.587425
-216.671971,508,4720.272332
119.991653,834,4733.532068
121.079258,912,4752.946026
172.780689,729,4763.417093
106.553744,580,4771.887681
-91.342965,227,4774.77083
-89.04646,165,4776.446173
-58.949798,175,4778.538278
-100.572696,567,4787.147144
-70.147632,451,4793.69778
53.415136,967,4808.320007
189.984592,611,4818.434061
-94.253198,457,4826.148026
-59.615391,280,4830.284767
155.951367,374,4835.696575
-58.023736,199,4838.599527
-66.788022,201,4841.420244
141.417847,410,4848.065978
90.698962,866,4863.291382
-145.721683,883,4878.398804
-59.410371,1000,4897.404222
-119.835977,666,4908.128452
-73.893097,1000,4923.512783
-19.473299,1000,4941.703692
-63.402769,261,4945.644858
-76.305723,285,4949.900363
-135.143033,610,4958.986779
-37.519046,161,4960.674944
-59.252889,202,4962.855589
-18.732893,435,4968.584075
-70.46966,311,4973.405708
-76.876845,177,4975.678622
-173.329187,739,4985.252514
-21.868433,132,4986.734823
-83.987387,402,4992.638732
-106.792049,319,4996.156543
180.277659,731,5007.277687
-54.147583,218,5010.000555
-65.404968,164,5012.500885
-65.629958,220,5015.144886
-99.103088,253,5018.091387
181.630103,593,5027.809092
-92.545196,203,5030.826664
-73.731193,238,5034.626534
112.624918,558,5042.544513
158.049129,601,5051.541309
-50.77734,1000,5074.325508
-63.357464,205,5077.45828
197.746954,640,5089.01774
149.881674,609,5097.788657
186.283705,600,5107.491714
-65.462459,217,5109.944437
145.745791,369,5114.90781
61.172925,753,5124.910458
133.747787,543,5132.149132
-0.756691,980,5147.053237
-94.937556,304,5150.408902
-109.855612,388,5156.803144
-39.589035,304,5161.384182
-21.815906,1000,5181.148232
-65.642333,231,5185.092292
-82.997437,1000,5203.461837
-83.578131,492,5211.280836
-73.413486,183,5213.401992
-60.632627,1000,5228.419595
176.382384,655,5238.78995
-71.135516,211,5241.803039
-77.737646,374,5247.394817
-92.508733,1000,5266.970029
-56.779775,246,5270.428618
-58.445266,311,5275.163635
-67.632812,226,5278.349314
-93.117355,358,5283.638654
-94.443379,360,5289.090767
-97.402228,365,5295.674064
183.09495,425,5302.670532
-64.423345,237,5306.969769
-79.195372,150,5309.232492
139.317567,384,5314.651552
-56.942187,193,5317.364245
-27.055453,373,5323.653514
-47.238106,330,5328.472171
164.71241,501,5335.154487
205.890184,313,5338.720309
171.58726,412,5344.029733
-51.393953,235,5346.636946
-59.84747,322,5351.344026
-40.313844,1000,5367.397081
205.088982,396,5372.087957
182.637225,561,5380.023058
164.486782,353,5384.913982
-107.18924,455,5390.843346
-118.732202,564,5398.9806
193.774038,333,5402.76052
-46.13961,170,5405.28581
-77.938443,190,5407.27362
-59.370573,151,5408.781725
-57.892325,216,5411.195688
152.387328,342,5415.799048
180.941235,266,5419.03314
-55.39701,172,5421.364042
-64.317716,370,5426.006097
-68.323824,280,5430.066962
-29.272231,150,5432.338625
-65.516643,186,5434.57833
-77.42473,203,5436.657385
-28.217675,155,5438.543578
-70.71916,164,5440.340083
-117.529943,290,5444.587832
-23.696678,147,5446.693759
-72.167586,213,5449.99678
207.428673,548,5457.947266
-80.333668,154,5460.010087
207.502263,304,5463.948319
-86.256684,294,5467.555635
-12.738574,190,5469.528913
198.650602,259,5472.650305
232.817026,379,5476.859086
-88.850843,144,5478.933202
-66.330517,145,5480.882597
-86.571891,300,5485.373765
-80.738873,173,5487.936876
-20.410122,152,5490.403773
-131.643813,607,5501.685934
-67.429344,194,5504.474814
-69.358981,162,5506.754139
222.305198,338,5512.03238
-131.796908,417,5518.389626
-47.644758,148,5520.042827
-87.645129,263,5523.295543
136.933389,432,5529.031758
-90.491513,143,5530.529879
-84.913563,177,5532.550635
-84.754833,200,5534.843932
154.836291,687,5546.034754
-12.499895,961,5562.078806
121.722609,584,5570.765177
-83.561556,162,5572.505632
-86.549822,152,5574.343548
-89.642872,158,5576.024809
-96.079116,209,5578.495596
-57.060564,195,5581.762363
-60.081467,1000,5601.525206
-81.407745,173,5604.15883
-79.643632,382,5609.819452
-85.403715,169,5611.79074
-80.131945,236,5615.025925
126.947193,654,5626.351596
-104.359918,133,5627.655763
-74.819957,229,5631.251721
177.961552,515,5640.893681
88.293631,984,5660.681322
144.160505,538,5669.281493
-18.435305,277,5673.313268
-63.398026,179,5675.270487
-115.612771,220,5677.835716
-87.004219,175,5679.899936
-137.348975,522,5688.184853
-49.033887,287,5692.664603
-68.522212,261,5695.85681
-152.401213,527,5703.085939
-89.076347,210,5705.888967
-85.177742,590,5714.617673
-116.268225,503,5720.993589
-111.15112,167,5722.981913
-72.12009,170,5725.186565
-97.836085,156,5726.797299
-92.863329,405,5732.713306
-118.731499,323,5737.328346
-138.290866,653,5746.975455
-189.501772,955,5762.833698
-78.65247,155,5764.395617
-75.828621,161,5766.838798
159.954485,597,5774.709374
154.795546,737,5787.054409
-67.660965,330,5791.811917
110.391129,619,5800.372546
-44.177421,266,5804.298033
201.178746,533,5813.07453
-42.218531,1000,5830.76343
156.871374,332,5835.96014
-90.562827,343,5841.684177
-79.91496,295,5845.987045
179.296614,349,5851.218474
-73.248682,217,5854.508176
-31.118386,177,5856.96675
-73.000772,226,5859.921978
26.20395,933,5875.344935
-74.219852,236,5878.874628
-73.122975,215,5881.66675
-56.018323,231,5885.371038
-146.397773,271,5889.718375
176.305212,420,5896.457566
-86.431315,290,5900.193327
-182.890674,851,5914.249955
205.526006,506,5920.53498
181.919623,380,5924.992343
-71.2135,308,5929.659151
-107.760495,600,5938.699183
-100.897829,378,5944.557708
148.816378,495,5950.99689
-50.400979,317,5955.062387
158.019336,485,5963.809133
-103.267475,542,5970.77915
138.67814,384,5976.800962
-78.244211,163,5978.642954
-202.656879,804,5990.356871
97.03797,476,5997.026489
