#{"t_start": 1628797123.813883, "env_id": "LunarLander-v2"}
r,l,t
-138.635326,1000,549.790012
-113.993277,1000,553.640664
-132.46733,1000,558.037327
-137.217537,1000,561.830093
-154.50261,1000,566.711307
-128.830233,1000,570.595602
-55.364237,1000,575.774287
-121.404596,1000,579.653489
-105.533752,1000,584.608136
-122.255361,1000,588.740052
-66.872216,1000,593.108671
-142.369956,1000,596.541409
-56.030687,1000,600.199968
-139.624802,1000,604.717163
-76.41455,1000,608.849753
-152.830962,1000,612.797978
-100.483551,1000,616.809813
81.723024,1000,620.54693
-134.053519,1000,625.597046
-156.197831,1000,629.434557
284.181427,430,630.450979
-110.90369,1000,634.87218
-85.817158,1000,639.203288
-129.391779,1000,643.260866
-57.588298,1000,647.67163
-91.90366,1000,651.591574
-41.888573,1000,657.4766
268.883855,500,658.774218
-107.438428,1000,662.708257
-171.234701,1000,668.147238
180.432698,845,672.203771
9.067705,1000,677.299296
37.745967,1000,681.019493
164.685386,858,685.235347
-42.763011,1000,689.102824
41.230794,1000,693.106147
-57.833348,1000,697.334826
192.227963,752,699.885534
-126.125244,1000,704.306597
-44.49518,1000,707.943544
-76.686803,1000,712.08561
-111.247355,1000,716.57723
52.159846,1000,721.581841
237.283375,543,723.117832
267.565649,431,724.282531
213.604449,622,726.014189
-143.148358,1000,730.988365
-70.117841,1000,734.924472
-4.027964,1000,738.756943
257.805747,432,740.013644
42.818015,1000,744.977909
224.729366,610,746.889777
-38.228787,1000,751.780508
75.274123,1000,755.533629
-68.496653,1000,760.80597
-18.415285,1000,765.747051
241.480576,559,767.860181
128.89194,986,772.339776
107.0071,981,778.508726
-39.145016,1000,783.031111
-58.795651,1000,787.462694
-138.660298,1000,790.940258
254.527317,539,792.828737
-38.699705,1000,797.876007
32.269541,1000,802.390266
241.933558,546,804.01044
64.246725,1000,808.154161
227.501592,785,811.508846
273.716034,819,814.247697
-134.971252,1000,817.937502
-148.400745,1000,822.634776
174.945876,970,826.123174
267.617737,462,827.43831
-59.872438,1000,831.817609
-43.961374,1000,836.030749
137.615093,944,839.480965
-158.970904,1000,843.581422
3.764279,1000,847.626427
-46.324806,1000,852.051905
-148.313959,1000,856.016222
-46.233922,1000,860.224365
-63.463499,1000,864.459038
10.577745,289,865.1429
-54.999053,1000,869.707061
-45.790608,1000,873.453372
2.005481,1000,877.897536
-61.268443,1000,882.11068
-38.726737,1000,886.180347
-24.518826,1000,890.598599
-67.165066,1000,894.306138
16.33087,312,895.036843
-36.708894,1000,899.588602
-21.006169,1000,903.716352
-68.841161,1000,909.255775
224.092372,566,911.091252
-121.872004,1000,915.278847
-8.653331,1000,919.228441
-67.570235,1000,923.380653
-144.592227,1000,927.76269
71.894612,1000,931.760998
-25.248668,1000,935.577658
-61.690385,1000,939.137448
-48.231483,1000,943.118244
-151.297811,1000,947.550983
-38.328966,1000,951.613019
-53.597771,1000,955.782573
-34.612974,1000,960.239932
-2.313056,316,961.02594
-172.149212,1000,964.390561
-15.952968,1000,968.368718
-55.548334,312,969.101756
-110.915238,1000,973.162758
-87.247237,1000,976.40678
16.161892,1000,980.901255
177.86148,995,985.269384
-47.690741,1000,989.342402
-38.13197,1000,993.428633
-25.693943,1000,997.351592
-71.392984,1000,1001.286381
-35.387172,325,1002.050812
-172.036624,635,1003.631447
1.658292,1000,1008.251132
-51.371524,1000,1012.876836
1.119036,1000,1016.002168
-21.110246,328,1016.737791
0.440476,313,1017.422562
241.322454,488,1019.071997
-138.209323,847,1022.240282
-34.921979,1000,1025.757302
-98.145151,1000,1029.51331
-76.482225,1000,1034.146312
-116.278718,449,1035.311503
-48.8161,1000,1041.133504
-14.881723,1000,1044.981847
206.702135,761,1048.545617
1.830785,1000,1051.793595
-216.653574,686,1053.930157
-51.844114,1000,1059.033077
-132.392153,487,1060.311831
-195.367333,746,1063.106844
-164.77333,837,1066.497907
-62.941613,1000,1070.390659
-84.29927,1000,1074.085835
-129.31142,1000,1077.557127
-32.398222,1000,1081.50282
-94.565027,1000,1085.567226
-52.419329,1000,1090.841326
16.442526,1000,1094.338584
-37.465898,1000,1099.431532
-83.133012,312,1100.126168
-247.017914,977,1104.530135
-22.194366,331,1105.33349
-148.006431,948,1108.757835
127.254889,859,1112.034958
-77.523835,1000,1116.287427
-130.527883,537,1117.922995
-78.175555,1000,1122.472961
-57.816633,1000,1127.251215
10.109735,1000,1131.457718
-59.805286,1000,1135.455677
-118.526649,508,1136.825087
-77.778196,1000,1142.298471
-64.934931,1000,1147.13549
-107.843694,493,1148.338373
-169.867661,536,1149.912013
-105.43603,1000,1154.11941
-30.245254,346,1154.989239
-161.026667,577,1157.45558
-32.158574,1000,1161.448598
-30.623497,1000,1166.389797
77.259235,1000,1170.284582
-49.798519,449,1171.53429
-41.802862,1000,1175.977108
-39.001789,1000,1180.919709
-1.738401,1000,1185.015352
-30.521864,413,1186.266508
14.142214,1000,1189.01401
-63.241896,1000,1194.219656
-21.516599,1000,1198.901878
-75.883254,180,1199.274623
-103.14453,430,1200.438002
-55.881752,1000,1205.194749
-56.696069,1000,1210.97385
19.485076,1000,1215.213986
-71.423965,159,1215.545656
-81.947484,486,1216.964125
-67.698881,406,1218.509591
-76.972466,468,1220.202351
-141.734692,433,1221.465895
183.376419,684,1223.6254
5.950086,1000,1229.125514
-107.364656,668,1231.263924
-27.672917,1000,1236.256416
-102.3827,214,1236.71491
186.59719,831,1240.331749
-67.970184,1000,1244.874407
31.12971,1000,1248.225644
-70.422071,1000,1252.922085
176.75087,936,1257.110494
-73.742373,499,1258.510885
-55.910946,1000,1263.213295
14.762422,1000,1267.416216
-35.110538,1000,1272.133477
-33.2612,1000,1276.230328
-59.150633,319,1276.938827
44.354913,1000,1280.017435
-10.153753,1000,1284.008729
48.65003,1000,1287.638969
-10.509874,1000,1292.532036
-48.950097,452,1293.692274
211.719673,561,1296.4251
-27.583935,1000,1301.549078
-10.402006,1000,1305.400671
214.396329,673,1307.297569
-98.843951,583,1309.467353
-113.522748,483,1311.058465
-36.814315,1000,1315.927708
-62.308543,1000,1321.413009
-34.247667,1000,1326.656746
164.105664,832,1330.162911
200.369484,616,1332.306802
-165.278641,746,1335.41965
-27.905804,1000,1339.396506
-63.828595,1000,1343.465019
-82.271638,1000,1348.140802
0.116534,1000,1353.64579
-96.971784,223,1354.429714
-32.79759,1000,1360.440942
-81.497713,228,1360.964876
-96.318437,157,1361.281474
169.146233,713,1363.629203
-19.141518,1000,1367.840284
-80.54718,1000,1371.645322
-85.406008,1000,1376.625382
-79.040687,166,1377.012995
-79.665464,1000,1382.757365
-70.229589,1000,1387.107051
-141.773019,433,1388.358779
-41.748316,1000,1393.248227
-51.701395,1000,1397.02653
-68.988011,403,1398.074167
-21.817869,1000,1402.037932
-101.94156,877,1405.895938
13.970351,293,1406.58081
-31.470837,1000,1411.22971
183.795643,769,1413.697504
133.825119,841,1417.092758
-19.114232,1000,1420.357392
-169.945999,705,1422.363411
24.998127,1000,1425.540967
1.318915,1000,1429.599452
-57.849942,1000,1433.832872
226.905052,618,1435.590666
-74.275457,433,1436.798421
-65.381719,344,1438.07048
-31.522618,1000,1443.087713
167.185446,692,1445.134131
-17.430191,1000,1448.304776
-125.184227,243,1448.888685
-157.36188,1000,1452.436615
16.215427,1000,1455.894377
190.428664,704,1458.634279
-163.660398,433,1460.162044
-135.66319,1000,1464.646142
-13.673299,1000,1468.221657
-116.362144,553,1469.82481
-11.839797,1000,1473.647428
-104.150121,176,1473.998459
-43.84361,1000,1477.391937
-166.913322,499,1478.70015
173.384356,843,1482.418512
40.874583,1000,1485.756076
-24.298802,1000,1489.765316
-174.389025,631,1491.905444
-145.508876,286,1492.606141
220.848863,588,1495.00455
-8.655247,1000,1499.623784
-3.269213,1000,1503.553802
-123.427791,157,1503.91305
-178.911903,1000,1508.432199
-129.462789,372,1509.450403
-56.988623,1000,1513.228472
-101.334413,250,1513.81604
-94.671936,238,1514.360523
-161.816516,578,1516.570002
-117.96078,209,1517.045228
-43.042419,306,1517.763488
-7.32342,306,1518.562419
-106.433272,200,1519.155144
250.727704,396,1520.090623
-179.988344,853,1523.036089
-105.978948,212,1523.478872
-93.777201,185,1523.850052
-48.984373,1000,1529.617504
-16.812398,1000,1534.936701
-78.012176,249,1535.469506
249.704797,395,1536.551153
-37.030389,1000,1540.526058
6.093699,1000,1544.543669
-63.317158,1000,1549.118839
166.836809,985,1553.053533
254.516769,350,1553.850412
-81.780161,197,1554.506865
-73.667301,266,1555.433068
-92.460794,225,1556.162913
-116.837664,215,1556.81374
-54.028755,223,1557.483094
-18.50114,1000,1561.797643
-37.672434,1000,1566.229528
-187.319247,610,1568.068175
-110.347019,855,1572.24901
14.048906,1000,1576.290395
-229.244504,941,1579.646737
-25.113713,270,1580.363664
-104.738046,363,1581.379749
-94.587749,227,1582.035109
-41.424233,1000,1586.533783
96.361152,1000,1590.049221
-66.083309,1000,1595.270298
-240.329033,966,1598.644599
-40.068295,295,1599.278155
9.308077,1000,1603.175431
-105.048054,243,1603.738582
-22.341578,278,1604.463257
20.933093,1000,1608.575666
-14.776538,1000,1612.604916
216.528085,651,1614.947723
-9.88079,1000,1620.5326
-40.604018,1000,1624.448984
-25.878315,235,1624.979254
-194.473588,668,1627.638915
272.407744,338,1628.670308
-211.802372,752,1631.050828
-103.705455,145,1631.335742
-31.834632,1000,1636.133003
-125.409403,438,1637.33815
-11.900709,1000,1641.711472
4.128992,1000,1646.068173
-135.81601,501,1648.148599
13.213325,1000,1652.826345
-224.826872,996,1657.071493
-73.046788,1000,1660.537918
-118.781407,411,1661.645844
-39.755168,286,1662.743039
11.667089,1000,1667.255231
-63.114186,261,1667.795905
-96.439475,159,1668.180626
-25.767847,1000,1672.345716
143.330325,799,1675.65107
-22.336986,262,1676.203794
6.190325,1000,1681.084581
-2.417829,1000,1684.81861
18.261645,1000,1687.999036
-65.210913,256,1688.551516
-33.980332,1000,1694.174111
-12.381141,1000,1698.309634
-3.782444,1000,1702.269983
252.357206,423,1703.370416
-32.930555,267,1704.015398
-72.624049,270,1704.6565
-132.49629,268,1705.684461
-64.47009,1000,1710.342453
-67.726561,234,1710.911318
-35.266137,1000,1716.688229
-39.830528,1000,1722.070335
-8.928432,1000,1725.986659
-37.806877,1000,1730.823956
-5.792007,1000,1734.801096
-31.742249,1000,1739.531222
-85.82032,262,1740.114553
-31.385993,228,1740.856168
-35.993898,249,1741.586732
-26.29159,1000,1746.705656
-38.958256,1000,1750.939724
-179.870262,558,1752.491576
-35.524113,215,1753.162458
-34.811018,1000,1757.773021
-107.619008,248,1758.356363
-28.63072,1000,1762.949832
-51.049471,1000,1766.639952
-884.902762,291,1767.32608
-153.418189,791,1770.400681
-10.955221,1000,1775.209451
184.062578,609,1777.079099
-18.859131,1000,1781.104372
-126.433976,355,1781.994762
-11.053585,1000,1787.261311
-29.739343,262,1787.827643
-205.40285,815,1790.175477
-55.441608,1000,1794.779977
-37.845047,1000,1800.81555
-38.018773,1000,1804.428704
-21.154939,248,1804.97066
-16.385133,1000,1809.199728
-96.882814,302,1809.970581
-131.61927,482,1811.698164
-138.71341,357,1812.837223
-18.57418,1000,1816.755418
-118.964306,369,1817.670975
-32.561268,1000,1821.575068
-53.835559,1000,1825.747851
-16.104769,1000,1830.396757
-22.048015,1000,1834.762271
9.405693,1000,1838.59426
-247.810773,843,1841.201673
-36.933237,209,1841.678483
-192.135068,607,1844.381989
-16.819673,1000,1848.291168
-89.664415,167,1848.634203
-105.364003,1000,1852.014199
-136.203913,1000,1856.017495
-1.536994,1000,1860.956386
-176.197177,645,1863.083297
-6.034983,1000,1866.620585
-56.952322,1000,1871.375209
-10.514004,1000,1876.143732
-168.990259,494,1877.50459
-42.685182,236,1878.009953
-54.895588,1000,1882.382464
-38.818167,1000,1886.239449
-14.159826,1000,1890.434776
160.737395,988,1895.136511
-42.340388,1000,1900.321519
-26.020472,1000,1904.65379
-6.748422,1000,1908.419536
-44.286078,1000,1912.742593
-58.592211,237,1913.74152
-12.092815,1000,1919.859971
-114.891391,339,1920.717185
4.475203,1000,1926.086841
-5.697255,1000,1930.820584
-46.890234,1000,1934.579707
-31.972651,1000,1939.414073
-114.608907,368,1940.343749
-31.756593,1000,1946.317741
12.657922,1000,1949.778314
-25.191211,1000,1953.275182
-45.003212,1000,1957.474336
16.76919,1000,1961.411261
-24.911485,1000,1964.760734
11.228586,1000,1969.43712
-38.097226,1000,1973.228328
-37.456363,1000,1977.287327
30.193352,1000,1980.864067
-20.194226,1000,1984.735325
-139.953499,468,1986.104529
-11.393624,1000,1992.096172
-7.596114,1000,1995.303119
-6.482132,1000,1999.111675
7.541545,1000,2002.614657
-18.431867,1000,2008.434418
-7.508851,1000,2012.352399
-52.356089,1000,2016.811994
33.667306,1000,2020.85652
-9.453669,1000,2025.823287
-9.905728,1000,2029.971947
-9.075512,1000,2034.42889
-179.966295,569,2036.116173
-76.434213,201,2036.726647
-12.563562,1000,2040.553712
-151.783513,504,2041.852224
-1.144801,1000,2045.365287
-36.430276,1000,2049.845168
-12.828567,1000,2054.615044
-135.439146,385,2055.67695
-21.985283,1000,2060.601785
-190.953275,728,2064.560567
-38.995191,1000,2069.780773
-30.657388,1000,2074.2566
15.945492,1000,2077.758826
7.87303,1000,2081.654203
-7.111322,1000,2085.15409
-5.290334,1000,2089.822877
-2.824309,1000,2093.551539
-27.043778,1000,2099.264602
0.405806,1000,2102.505534
-7.700739,1000,2106.170854
-18.342638,1000,2111.495605
-61.348614,1000,2116.514667
2.825314,1000,2120.377053
13.300686,1000,2123.723666
-32.721644,1000,2128.388714
30.650128,1000,2133.253345
-33.204187,1000,2138.026991
-44.654203,1000,2141.146489
-39.764042,1000,2145.986231
-42.015292,1000,2152.5008
-22.044334,1000,2157.090736
3.748404,1000,2160.799789
-53.270299,1000,2165.561187
-20.661406,1000,2171.270003
-19.018349,1000,2175.95225
12.173634,1000,2180.284481
-39.659933,1000,2185.974392
-29.897762,1000,2191.833041
-7.810752,1000,2195.472976
23.758015,1000,2199.096807
-15.86066,1000,2202.031013
-7.090522,1000,2207.695153
-201.089702,799,2210.187724
-53.916458,1000,2214.040473
14.152969,1000,2217.447387
-9.778603,1000,2221.387428
-23.370266,1000,2224.506404
-10.277342,1000,2229.716667
-191.673858,620,2231.816556
-19.050626,1000,2238.02191
-29.063001,1000,2242.246917
-110.759311,406,2243.22615
8.791417,1000,2247.492432
-19.699069,1000,2252.110502
-84.578595,244,2252.643007
-43.68681,1000,2257.5699
-37.066915,1000,2262.455267
-6.066837,1000,2267.078137
-14.049001,1000,2271.0753
-24.418752,1000,2274.716838
10.953398,1000,2279.051644
-21.38012,1000,2283.595971
-153.493539,415,2284.603792
-9.662089,1000,2287.791864
-122.356995,334,2288.535167
-9.295401,1000,2294.999492
-42.149092,1000,2299.127929
-19.009342,1000,2303.391766
-1.518636,1000,2307.00517
-9.840962,1000,2311.199664
-38.943408,1000,2314.268568
9.718168,1000,2318.21586
27.369668,1000,2322.751099
-2.000097,1000,2327.41058
7.279696,1000,2331.936494
-114.979918,302,2332.671713
-2.062372,1000,2336.190227
-28.606775,1000,2341.738809
22.038194,1000,2345.190786
-2.886802,1000,2348.617959
-8.704903,1000,2352.562173
-161.394741,553,2354.713839
3.076968,1000,2359.598347
13.465522,1000,2362.797173
-29.067786,1000,2367.200038
-83.179805,1000,2371.586036
-35.559825,1000,2376.126059
17.301857,1000,2380.10854
-17.564232,1000,2384.747768
-19.805654,1000,2389.731217
-239.249731,842,2392.47508
-165.837643,542,2393.975561
-148.070555,472,2395.226425
-36.735262,1000,2400.029191
-52.642844,1000,2404.399417
-36.827357,1000,2408.93708
33.034195,1000,2413.853342
-16.444863,1000,2419.013216
-79.146278,1000,2423.517688
2.972466,1000,2428.240598
3.12453,1000,2433.141881
31.115544,1000,2437.020572
1.226096,1000,2441.47321
12.787839,1000,2444.657145
-191.57783,669,2446.724927
-26.426963,1000,2451.960964
-75.389256,1000,2456.022236
-168.597765,583,2457.842879
-114.295065,332,2458.625234
-141.144712,1000,2462.688094
-29.069167,1000,2467.715837
-222.267231,734,2470.075277
16.709659,1000,2473.479643
4.066089,1000,2478.655803
-234.637713,767,2480.947109
-7.178143,1000,2485.511143
-21.856,1000,2489.978503
-36.720052,1000,2495.397786
-36.660177,1000,2498.522536
-53.358013,1000,2501.556107
0.094914,1000,2505.230957
-23.979019,1000,2509.103189
-3.637354,1000,2512.618645
-4.18813,1000,2514.974077
-9.865255,1000,2518.533093
-173.967462,637,2519.728238
-16.22565,1000,2524.053853
-22.582896,1000,2526.697856
-44.893456,1000,2529.68524
-172.626298,451,2530.699693
-5.986603,1000,2534.252319
-2.03702,1000,2537.018892
-109.41684,289,2537.479194
-18.913091,1000,2541.224226
-5.507969,1000,2543.614789
-14.029039,1000,2546.411056
-61.147058,1000,2548.98587
-30.180585,1000,2553.599057
15.693555,1000,2556.916106
-0.619803,1000,2560.35462
-31.016154,1000,2563.542342
11.749884,1000,2566.491511
-140.426726,367,2567.146052
-13.930645,1000,2571.224298
6.143795,1000,2574.847351
-26.544639,1000,2577.964191
-18.808051,1000,2580.951586
24.588647,1000,2584.272428
-253.049009,977,2586.766407
-72.379664,1000,2589.750429
-17.861662,1000,2592.430908
-21.163297,1000,2595.672174
-45.063039,1000,2598.998218
-141.629538,434,2599.995423
-19.437013,1000,2603.289729
-41.178796,1000,2606.243597
-48.219484,1000,2610.268222
31.934557,1000,2612.945402
-30.558348,1000,2616.621459
-34.21357,1000,2620.241725
-24.472462,1000,2623.20356
-31.317966,1000,2627.532238
-14.507369,1000,2631.013196
-21.75763,1000,2633.963251
-55.953523,1000,2638.4853
-125.662704,342,2639.198557
-183.249331,524,2640.79349
6.915048,1000,2644.500758
-36.877202,1000,2647.923815
25.747661,1000,2650.860337
-3.419643,1000,2654.694654
-5.923677,1000,2658.264226
4.128875,1000,2660.859568
-13.382899,1000,2665.023823
1.878588,1000,2668.440501
33.308551,1000,2671.63128
-38.958802,1000,2675.062675
29.695406,1000,2679.502103
-38.646954,1000,2682.529927
-29.621059,1000,2685.07671
-18.934941,1000,2687.848321
-54.037185,1000,2691.566193
12.828003,1000,2693.955528
9.105268,1000,2696.709028
-177.906961,535,2697.639988
-35.669697,1000,2700.794739
-40.895455,1000,2704.614861
-121.551472,334,2705.15618
-16.715668,1000,2708.110565
3.390427,1000,2712.389752
17.4086,1000,2715.454503
-11.912132,1000,2718.566545
-43.705659,1000,2722.090523
-24.228658,1000,2725.663526
-58.431057,1000,2728.664308
-0.214083,1000,2732.396022
-31.814542,1000,2736.139722
0.894253,1000,2740.215721
-11.675178,1000,2743.362178
-48.134063,1000,2746.093985
-45.082315,1000,2749.477391
-31.532678,1000,2752.995044
-20.656086,1000,2756.05409
-24.744461,1000,2758.992892
-34.867865,1000,2762.503506
-26.791409,1000,2766.331105
-34.285912,1000,2769.728903
-4.976132,1000,2773.315525
-41.799877,1000,2775.627078
21.487537,1000,2778.949908
-6.161622,1000,2782.288188
-34.899711,1000,2785.503516
-184.723169,696,2786.866306
-142.35491,414,2787.630533
-7.449704,1000,2791.232342
-23.599295,1000,2795.138605
10.966733,1000,2799.006298
-53.070322,1000,2802.590479
-5.806431,1000,2806.613716
-23.535852,1000,2809.399708
-45.64903,1000,2813.579686
21.361785,1000,2816.664223
11.426029,1000,2820.436633
-7.745654,1000,2823.789012
-16.705417,1000,2826.604809
7.808534,1000,2830.237152
25.664718,1000,2833.424011
-49.670732,1000,2837.465276
3.249142,1000,2840.291305
-22.066751,1000,2843.470762
-37.59027,1000,2846.625019
4.657341,1000,2849.985469
-9.101049,1000,2853.246046
-24.07905,1000,2857.052904
-16.952838,1000,2859.890451
5.436932,1000,2862.270213
-48.388847,1000,2865.436861
-33.893788,1000,2870.188544
-12.188722,1000,2874.27294
-24.902002,1000,2877.719525
-16.141912,1000,2881.332673
-50.067387,1000,2884.517996
1.804051,1000,2888.362531
-7.918618,1000,2891.48098
-5.637278,1000,2895.327147
-9.556391,1000,2899.070519
-0.379319,1000,2902.131367
16.780868,1000,2906.08532
-7.521387,1000,2908.70771
18.305162,1000,2912.412802
-0.32702,1000,2915.403148
24.025446,1000,2918.285428
-7.918115,1000,2922.076572
-34.207111,1000,2926.582399
33.535779,1000,2929.137105
-6.595503,1000,2932.713934
-39.465068,1000,2935.810822
-13.418265,1000,2939.007158
22.982768,1000,2941.236274
-25.365046,1000,2943.982738
14.60835,1000,2947.521637
-13.576724,1000,2950.988882
0.909818,1000,2954.446359
29.813646,1000,2956.753361
-33.991759,1000,2960.101616
-17.000402,1000,2964.003621
19.682898,1000,2967.768884
6.976052,1000,2971.527261
15.455436,1000,2975.003534
-8.138718,1000,2977.932806
-16.305301,1000,2981.74691
-3.448933,1000,2984.912717
-7.834199,1000,2988.000986
-26.738431,1000,2991.223671
3.493893,1000,2994.878374
-31.654541,1000,2997.956097
-41.351015,1000,3000.937348
27.428207,1000,3004.282006
-9.152006,1000,3007.969485
18.185042,1000,3010.672485
21.900678,1000,3014.313894
-10.383345,1000,3018.095834
-5.283122,1000,3021.153703
20.856192,1000,3024.306945
-25.995072,1000,3027.8558
-19.65674,1000,3032.01773
-34.271175,1000,3035.120653
27.675064,1000,3038.566145
9.632656,1000,3042.791112
7.119704,1000,3045.537844
-20.758053,1000,3049.059874
-5.209882,1000,3051.639774
19.132716,1000,3055.31083
-3.494062,1000,3059.96991
10.32671,1000,3063.497023
15.196221,1000,3066.719599
-27.548092,1000,3070.961133
-28.292062,1000,3074.362833
-21.412809,1000,3077.022835
-23.688036,1000,3080.596345
-42.098159,1000,3084.735565
29.313084,1000,3087.827814
-3.378243,1000,3090.785862
1.260202,1000,3093.510585
-36.421218,1000,3096.538913
-3.460989,1000,3099.68149
-27.298389,1000,3102.989193
-18.850907,1000,3105.492413
2.887687,1000,3109.652508
-39.458017,1000,3113.234172
30.338023,1000,3116.345173
20.285416,1000,3119.444123
-10.83953,1000,3122.420347
0.9234,1000,3125.519254
-37.267941,1000,3128.817748
-24.511069,1000,3132.129778
-35.89923,1000,3137.140977
-28.283608,1000,3143.392099
16.508717,1000,3146.981988
8.848173,1000,3151.80886
-11.554294,1000,3155.90487
-26.696821,1000,3160.335441
28.29393,1000,3164.880183
-10.723178,1000,3169.293441
18.739914,1000,3174.366125
12.601107,1000,3180.368891
-26.261591,1000,3184.885355
-50.399018,1000,3188.965987
-23.160365,1000,3193.150114
-9.19926,1000,3198.47458
11.728115,1000,3204.068267
-1.318109,1000,3208.061943
-14.715758,1000,3212.519937
12.83629,1000,3218.505683
-30.04783,1000,3222.584348
-20.703879,1000,3226.4724
5.19706,1000,3230.399207
8.308187,1000,3234.979194
4.011328,1000,3239.069188
-3.213876,1000,3243.052377
12.699248,1000,3246.661769
22.763811,1000,3252.007867
-38.114035,1000,3256.165367
-22.647662,1000,3261.300689
5.026138,1000,3266.198718
18.037915,1000,3271.093484
-22.680418,1000,3275.32572
-9.488046,1000,3279.900496
-15.437145,1000,3284.375733
-33.11789,1000,3289.829461
-6.011678,1000,3294.821521
-39.798282,1000,3299.117333
-6.876271,1000,3303.691403
-11.890544,1000,3308.938031
-19.244934,1000,3313.140129
23.102918,1000,3317.404872
11.933666,1000,3320.878704
-21.193276,1000,3326.759077
-23.329364,1000,3332.586361
-20.761449,1000,3336.617752
-5.874681,1000,3341.308106
-39.692256,1000,3346.27629
-0.25922,1000,3350.236563
22.626986,1000,3355.461389
-2.5687,1000,3359.48893
2.602336,1000,3365.30934
-10.144817,1000,3369.714287
-28.583031,1000,3374.587639
-32.243722,1000,3379.889638
-12.743864,1000,3385.188854
-9.747978,1000,3390.218801
-3.390248,1000,3394.427677
20.851466,1000,3399.545078
-26.629669,1000,3405.222863
27.614108,1000,3409.806628
4.41897,1000,3414.279041
15.615278,1000,3419.276674
-22.972103,1000,3424.125416
38.867362,1000,3428.098245
-14.841227,1000,3433.213842
34.523599,1000,3438.129082
25.408239,1000,3442.999645
-50.036323,1000,3446.323499
8.222374,1000,3450.661889
26.671782,1000,3455.232088
1.331287,1000,3460.405822
-20.633325,1000,3464.296429
4.997979,1000,3468.823531
-8.939335,1000,3473.193373
19.823208,1000,3477.978552
0.125713,1000,3482.38112
24.775678,1000,3486.314239
36.6823,1000,3489.778962
-5.344702,1000,3493.992659
-32.740444,1000,3499.29795
-10.143234,1000,3503.363203
26.218144,1000,3506.920201
-15.93331,1000,3512.901342
-12.735588,1000,3517.546569
37.448638,1000,3522.307924
10.033202,1000,3525.926877
14.275821,1000,3531.360726
-2.249817,1000,3535.050897
-30.237441,1000,3539.068995
19.39317,1000,3542.791968
14.597879,1000,3548.339693
8.224701,1000,3552.323244
-18.026533,1000,3556.54248
4.045375,1000,3560.555012
-26.536688,1000,3565.182961
16.365469,1000,3568.874457
12.351069,1000,3572.925232
-37.67163,1000,3577.325623
-13.171499,1000,3583.207119
-31.033369,1000,3587.961067
9.897426,1000,3591.710861
-5.962812,1000,3597.360253
-41.240742,1000,3602.441015
-21.259487,1000,3607.592038
-5.357816,1000,3611.187673
0.300686,1000,3616.005254
-33.437429,1000,3621.97297
20.701746,1000,3626.590653
6.174674,1000,3630.439235
-6.690471,1000,3633.998687
0.530486,1000,3638.587375
-8.161576,1000,3642.978358
29.45774,1000,3646.964688
15.238049,1000,3652.429237
-3.969767,1000,3657.815064
-9.377109,1000,3661.293478
16.149893,1000,3665.354551
-4.860254,1000,3668.933894
-23.845182,1000,3673.684207
-22.900945,1000,3678.489367
-33.590693,1000,3682.455722
-33.098011,1000,3686.778116
24.038961,1000,3692.210101
-25.587482,1000,3697.089458
0.146233,1000,3701.967103
-45.327383,1000,3706.146409
14.677341,1000,3710.083515
9.423704,1000,3713.915967
-11.090507,1000,3718.609694
25.993955,1000,3722.331405
-8.06926,1000,3728.336045
-48.87437,1000,3731.542671
-47.211206,1000,3735.102665
14.753478,1000,3739.012823
-7.490601,1000,3743.855771
12.07937,1000,3747.682988
-18.717327,1000,3752.413861
-57.871288,1000,3756.310405
-48.379759,1000,3760.995397
-8.73446,1000,3764.764998
-14.158241,1000,3769.405963
-15.468344,1000,3773.45072
-12.002295,1000,3779.387859
-7.45465,1000,3783.58291
-2.018267,1000,3788.472635
-8.640464,1000,3792.27567
-32.959402,1000,3797.575356
-9.096664,1000,3800.912436
-31.331844,1000,3805.352131
-32.583309,1000,3809.541431
5.409316,1000,3814.775107
26.006566,1000,3819.727676
-1.938818,1000,3824.588839
-35.907171,1000,3828.346871
18.3357,1000,3833.244943
3.17578,1000,3837.869037
-26.899692,1000,3842.918737
2.287872,1000,3847.919034
-13.521595,1000,3854.703858
-22.656271,1000,3859.28245
-34.630847,1000,3864.674825
-3.053436,1000,3869.34901
-21.14342,1000,3874.421885
-28.515241,1000,3878.878795
-17.935467,1000,3884.468741
6.393136,1000,3887.645836
17.265675,1000,3892.642935
-8.981272,1000,3897.320916
7.645749,1000,3901.078851
-8.78726,1000,3905.957319
-7.30241,1000,3911.128975
-39.710348,1000,3915.551929
8.689111,1000,3920.400153
-49.161571,1000,3924.409923
-1.052645,1000,3928.521519
-32.274137,1000,3932.853793
-36.94883,1000,3937.486727
30.887114,1000,3941.164696
9.135209,1000,3946.575995
22.485523,1000,3950.839308
-20.242819,1000,3955.491741
-11.476317,1000,3960.713883
-18.730945,1000,3966.646501
11.044459,1000,3970.947457
-5.093952,1000,3974.450517
26.63048,1000,3979.483297
-13.187044,1000,3985.090215
10.478031,1000,3989.268036
17.472197,1000,3994.430387
-7.169523,1000,3999.324478
-7.90298,1000,4005.340443
20.989681,1000,4009.0867
0.75125,1000,4013.130979
-1.797719,1000,4017.129763
-15.489696,1000,4022.759163
6.447266,1000,4026.915177
-17.100877,1000,4030.765643
11.392423,1000,4036.095423
