#{"t_start": 1628789547.2193913, "env_id": "LunarLander-v2"}
r,l,t
226.894738,428,1672.944425
217.803004,383,1673.937371
234.799973,309,1677.589829
234.907406,332,1678.451545
218.182998,317,1679.255237
179.584388,427,1680.342816
-11.318604,204,1680.761539
196.732125,483,1682.048023
257.629607,436,1685.960601
221.997631,330,1686.769114
-33.844496,238,1687.315549
189.530042,390,1688.24804
191.097448,302,1688.978665
-0.029237,186,1689.372773
-11.496276,236,1689.885068
270.773042,349,1693.496039
230.013334,477,1694.834089
266.461217,302,1695.560491
175.966775,389,1696.550515
177.658444,496,1697.859276
252.867157,350,1701.657073
221.913292,317,1702.451522
222.749067,565,1703.881809
213.551377,324,1704.688081
192.270776,341,1705.617559
215.322132,323,1709.219553
188.177314,301,1710.006774
241.906501,339,1710.806321
217.449748,336,1711.574793
17.752558,266,1712.165131
200.089351,353,1713.088711
-70.233704,383,1716.354292
210.354007,296,1717.054629
211.221817,440,1718.204613
-55.628676,304,1718.901556
148.575518,464,1720.04933
244.474373,290,1720.718777
261.977388,297,1724.151166
201.650797,402,1725.196977
212.399891,325,1725.992604
214.663837,325,1726.800558
128.77432,449,1727.991364
231.103011,299,1728.665373
222.809386,426,1732.682455
10.754326,263,1733.274537
226.067203,397,1734.344059
203.173606,398,1735.364446
273.538765,480,1736.590082
4.104998,1000,1742.563456
-151.019159,444,1743.680726
177.733077,371,1744.631221
238.153306,422,1745.699517
169.407756,594,1750.101605
230.351034,294,1750.816087
233.958799,290,1751.464955
227.211799,307,1752.200936
220.192571,321,1752.967448
37.045635,1000,1758.726451
-3.303665,281,1759.345098
151.551146,483,1760.545991
-3.877117,272,1761.16671
228.618969,288,1761.839722
-20.990401,183,1765.138359
236.913816,306,1765.826454
180.464438,310,1766.592192
205.565895,390,1767.537092
165.487315,438,1768.757359
221.818665,323,1769.521178
257.11769,303,1773.222111
213.859688,332,1774.027426
58.217561,1000,1777.842352
187.911678,623,1782.797202
265.457557,447,1783.993719
267.755993,350,1784.906634
208.197548,287,1785.578565
219.95253,375,1786.575504
185.609906,314,1787.343491
-4.064811,1000,1792.700106
204.510773,385,1793.649751
-182.492882,369,1794.505311
224.606269,301,1795.210732
212.708875,303,1798.884701
137.724708,986,1801.960888
222.586389,501,1803.266159
260.937471,308,1804.044966
-194.855512,299,1807.515998
256.522796,328,1808.25333
232.321971,299,1808.992698
266.041361,322,1809.720864
206.588903,287,1810.412363
188.836705,374,1811.299658
241.178842,313,1814.968725
172.366974,383,1815.855663
230.660647,321,1816.639217
234.452208,302,1817.345026
229.501418,310,1818.088797
212.486017,314,1818.846543
153.135124,668,1823.478252
203.401624,302,1824.216725
173.119061,329,1825.001488
181.24016,319,1825.771896
-11.395229,233,1826.320774
-4.224298,1000,1832.031094
285.526,379,1832.942163
-21.351425,241,1833.485839
273.087685,444,1834.716918
193.097155,871,1839.976159
217.593859,304,1840.718929
161.783907,518,1842.043923
251.959904,355,1842.991528
218.091792,399,1844.046215
189.722939,475,1848.195422
258.282026,366,1849.124794
206.557308,379,1850.145364
-81.904072,353,1851.005751
-78.03824,422,1851.983684
237.545757,308,1855.636588
167.008906,615,1857.592668
186.023179,313,1858.336919
200.100136,376,1859.31817
229.668993,342,1860.136826
-157.744893,331,1863.805562
256.794844,341,1864.669629
184.141779,400,1865.664905
196.44614,305,1866.399087
249.88859,357,1867.313119
205.176784,322,1868.083233
-4.069906,268,1868.722776
12.402318,280,1872.280252
216.442546,404,1873.343362
234.685166,323,1874.173774
174.367138,314,1874.958082
208.889509,515,1876.368892
254.283328,376,1880.168134
219.635423,291,1880.872124
-70.211804,248,1881.43534
244.263318,287,1882.10929
247.44792,358,1883.04301
196.492057,311,1883.814252
207.13373,310,1884.607887
197.374124,814,1889.857842
178.821603,318,1890.648804
251.774342,342,1891.464515
-33.171216,326,1892.219124
208.16346,299,1892.859324
174.31238,372,1896.416778
267.036184,336,1897.177594
255.024642,314,1897.977731
233.332517,347,1898.84883
245.28208,301,1899.558539
228.297455,279,1900.173884
-170.14505,412,1904.110456
173.340297,400,1905.138453
194.810742,336,1905.923676
217.929233,254,1906.475965
-97.712853,358,1907.33232
-112.741523,331,1908.145812
159.538,525,1912.469988
173.051335,342,1913.286656
205.107891,280,1913.951045
235.22266,295,1914.639521
3.955777,208,1915.091785
251.822389,348,1915.973377
241.038099,657,1920.141792
-59.342724,162,1920.470846
160.326088,364,1921.335482
185.928216,358,1922.205647
211.726417,289,1922.884544
168.950068,692,1927.256719
173.887267,404,1928.3246
215.494052,278,1928.949361
225.92182,483,1930.343878
-47.892507,252,1930.920889
204.977391,337,1934.492423
262.402801,316,1935.276448
211.161966,389,1936.311576
156.706212,761,1938.584089
209.29664,350,1939.450657
214.027829,342,1943.395304
242.476646,348,1944.241327
230.620925,294,1944.928549
222.122155,766,1947.15105
227.826392,340,1947.987481
231.107711,315,1951.618977
248.21711,302,1952.349743
162.760979,325,1953.118211
225.394234,308,1953.878485
232.506324,404,1954.929323
253.74024,353,1955.817214
198.662974,839,1961.756884
226.667683,277,1962.400332
211.825321,301,1963.107679
235.545933,290,1963.769418
-29.043336,164,1964.099556
244.37947,387,1968.144836
-168.224946,447,1969.221465
217.225394,349,1970.016617
93.197372,1000,1973.252911
242.051098,510,1977.619106
230.38687,350,1978.538031
238.359841,301,1979.26205
227.222616,337,1980.135255
199.422055,470,1981.474581
260.959452,268,1982.098875
207.738363,317,1985.776195
249.100387,364,1986.709214
172.075423,819,1989.181519
-23.730783,263,1989.800946
189.067945,461,1993.311651
249.024666,311,1994.123476
121.941889,1000,1997.784896
219.574164,508,1999.352094
225.458557,285,2002.987312
70.179482,1000,2006.220479
215.437706,325,2007.010475
228.832088,352,2007.899836
-26.255715,251,2011.034543
294.053778,623,2012.976474
236.497031,307,2013.765316
239.826169,286,2014.499638
228.563097,300,2015.277782
225.269452,377,2016.33068
53.375765,1000,2022.71839
179.70702,495,2023.938516
237.695382,324,2024.804518
235.875923,352,2028.510607
217.481131,445,2029.764879
186.533992,392,2030.763078
238.54039,304,2031.50543
-147.22691,500,2032.751511
238.7075,310,2033.541141
-122.828203,597,2038.20961
-37.414387,276,2038.923231
7.78885,239,2039.502911
232.279263,347,2040.46458
64.376753,1000,2046.411516
227.877551,307,2047.220604
181.110657,435,2048.42497
218.085984,292,2049.127572
228.926176,312,2049.926925
192.050371,751,2055.081656
15.159387,232,2055.594724
217.404797,307,2056.330492
242.920716,294,2056.997006
226.68456,352,2057.89488
-15.721354,202,2058.328682
63.738024,1000,2064.259311
112.685378,1000,2067.718555
167.851849,329,2071.300754
258.408382,429,2072.497162
-19.502286,262,2073.153495
231.10332,315,2073.969894
218.738807,271,2074.619429
-52.701291,267,2075.27508
-9.027386,245,2075.848926
195.711013,503,2079.475489
190.919206,516,2080.904461
73.446041,1000,2084.556648
192.038995,410,2088.492214
238.747511,463,2089.623797
200.517932,300,2090.340588
-73.587438,316,2091.097578
208.110551,532,2092.709967
18.658009,218,2093.243071
237.161336,298,2096.312257
199.146687,382,2097.228653
253.720958,315,2097.970992
251.797493,349,2098.799986
179.984413,409,2099.807259
244.044176,433,2103.880039
225.623645,293,2104.615137
-7.174282,259,2105.210306
150.665367,502,2106.504802
189.304436,336,2107.362251
185.28517,325,2108.160003
156.99797,494,2112.263445
249.89064,306,2113.026417
208.05203,370,2113.950107
136.824161,1000,2117.931911
183.215524,440,2121.59474
185.011888,395,2122.636036
240.867753,298,2123.3529
217.24393,419,2124.382665
162.708948,458,2125.539018
42.481242,1000,2131.04297
250.183305,316,2131.829054
252.900639,307,2132.552596
239.733645,356,2133.451154
219.699796,764,2138.881332
191.289522,294,2139.694993
244.163912,352,2140.729059
205.460265,379,2141.771021
197.831123,722,2146.788892
230.573321,335,2147.634608
-13.059997,251,2148.189785
185.485215,294,2148.90726
268.19097,305,2149.689353
253.551782,280,2150.375957
173.359523,558,2154.502514
-136.764226,399,2155.464183
167.816473,382,2156.576747
240.866236,302,2157.337078
237.032913,304,2158.077999
-191.50218,363,2158.973524
90.609918,1000,2165.513698
249.614028,294,2166.235793
114.38303,1000,2172.915555
245.659255,303,2173.613791
227.233182,331,2174.502266
252.957648,332,2175.303393
239.046277,298,2176.015982
17.507807,245,2176.562587
-13.977068,228,2177.076775
221.685314,290,2180.068453
178.870832,374,2180.905506
253.718419,306,2181.681612
250.786063,382,2182.675939
228.719031,299,2183.37519
234.205117,294,2184.034031
214.831011,345,2188.348334
177.215042,321,2189.139384
250.080394,357,2190.040121
157.403771,1000,2193.154068
-12.829168,227,2193.670056
185.869817,535,2198.520049
-0.03309,1000,2202.143847
254.661096,308,2202.883011
69.293364,1000,2208.398494
251.756157,310,2209.100524
195.065862,615,2210.929431
139.265553,827,2217.281837
230.021928,260,2217.857149
99.35657,1000,2220.573978
243.480236,345,2221.382148
214.635668,335,2224.664922
61.751937,1000,2228.198284
76.510246,1000,2234.715122
250.153322,343,2235.604459
165.89301,390,2236.589279
150.29524,572,2238.502537
244.039316,300,2239.333261
100.11488,1000,2245.513925
216.246559,296,2246.209039
211.927532,333,2247.075893
219.892568,274,2247.728895
226.310498,331,2250.908415
237.029138,316,2251.750491
275.367343,379,2252.784381
176.844538,564,2254.505262
62.38143,1000,2260.294471
-73.646606,274,2260.935991
157.928708,898,2263.705473
226.841756,329,2264.533681
204.854858,437,2268.215149
207.348845,408,2269.254738
221.101559,290,2269.944117
182.414152,290,2270.662405
232.354651,294,2271.348208
242.143337,317,2272.072466
221.97246,372,2276.39046
1.603917,243,2276.920326
245.381342,314,2277.667945
133.245216,489,2279.121025
-60.882241,220,2279.597865
88.094991,1000,2285.866852
27.288033,286,2286.497214
34.655707,1000,2289.670763
165.92845,598,2294.535047
178.687806,500,2295.837846
-53.222926,167,2296.166484
208.648352,303,2296.87321
223.890658,396,2297.856252
194.282855,428,2298.915492
273.524184,329,2302.716338
234.643579,307,2303.442017
-23.318432,229,2303.938748
201.956115,476,2305.432167
102.490503,1000,2311.308045
193.284995,290,2311.97768
-25.097717,214,2312.427962
236.745723,351,2313.372373
256.257692,347,2314.274901
109.265293,1000,2319.812692
97.237525,1000,2323.49635
73.20887,1000,2329.565747
92.532587,1000,2333.341765
192.540472,414,2334.443686
234.52554,412,2338.593017
207.653223,322,2339.388576
67.2872,1000,2342.568799
237.913433,439,2343.760327
201.483153,928,2349.403379
36.955226,1000,2352.619499
248.206074,297,2353.291143
234.113779,295,2357.535086
225.825948,340,2358.402004
149.850095,462,2359.59842
238.063424,311,2360.429364
143.300506,1000,2366.814603
174.199687,402,2367.942797
-44.120077,208,2368.410981
-20.995216,230,2368.960732
176.853896,308,2369.820538
224.598503,390,2370.903885
212.612325,353,2375.336075
62.089125,1000,2378.622845
243.773738,283,2379.391731
222.859235,891,2384.644335
248.870117,343,2385.549611
272.360007,348,2386.499337
77.727666,1000,2390.494856
144.438729,506,2394.813706
246.550208,338,2395.624832
6.744356,265,2396.204359
79.901427,1000,2399.006519
225.71045,245,2401.953253
229.908747,569,2403.569897
155.592872,964,2407.295037
136.832207,374,2411.74032
213.098377,293,2412.453511
205.016626,479,2413.851526
183.836335,283,2414.541757
242.259181,305,2415.228512
242.177484,306,2415.973863
29.487309,1000,2422.159162
238.5869,274,2422.840567
243.424062,308,2423.612334
256.555944,285,2424.35001
228.938185,277,2425.047246
213.421779,588,2430.254208
221.419194,289,2430.988212
214.11428,285,2431.740392
59.782185,1000,2435.397378
100.205658,1000,2440.816329
233.264175,298,2441.525863
186.479014,403,2442.600253
197.986261,495,2447.353077
218.982757,311,2448.141161
8.294384,245,2448.719263
170.289408,540,2450.34546
230.319634,747,2452.87531
78.76646,1000,2459.898888
207.763798,303,2460.606906
11.088963,230,2461.09679
179.943431,286,2461.79676
128.536357,357,2462.687085
173.90824,394,2466.090857
172.146718,729,2468.10987
229.872251,295,2468.820469
236.513236,301,2469.5234
211.16267,455,2474.237162
187.937055,303,2474.943392
52.983119,1000,2478.127037
102.960624,1000,2483.881071
-58.741723,286,2484.531252
201.698751,346,2485.415711
76.134277,1000,2488.196609
229.178873,315,2492.415884
255.093392,372,2493.39472
89.989446,1000,2496.859891
-0.640649,227,2497.341316
-5.774569,252,2500.851344
225.706692,301,2501.583375
180.346279,303,2502.331886
74.542632,1000,2505.342504
236.67121,315,2506.134463
210.906675,302,2509.818577
236.537058,282,2510.472203
227.093971,402,2511.506559
254.505287,311,2512.246845
0.896049,444,2513.403128
-31.672898,221,2513.887123
241.764644,306,2517.574175
242.872452,311,2518.337985
148.396919,367,2519.307536
190.694449,329,2520.148809
89.412062,1000,2527.383811
231.781822,293,2528.058624
161.452316,380,2529.114702
245.156577,283,2529.818594
175.412535,938,2532.577952
212.338993,551,2537.622123
259.767543,301,2538.388745
250.573847,280,2539.062121
170.297277,370,2540.076531
241.699427,304,2540.752621
81.947895,1000,2547.065132
63.921851,1000,2551.063397
215.792277,356,2552.011837
258.970434,290,2555.499783
232.600781,307,2556.237874
202.330528,325,2557.057744
205.552989,308,2557.800771
209.283732,954,2564.024365
235.877795,265,2564.610942
229.199091,323,2565.418629
254.512281,293,2566.08293
224.816469,292,2566.756456
251.6419,324,2567.487015
221.201904,307,2568.189009
261.583082,315,2571.322745
94.03363,1000,2574.789141
244.872342,280,2575.499435
241.892068,322,2576.322101
96.320891,1000,2582.179196
264.605716,323,2582.972294
221.542466,299,2583.708346
174.409709,418,2584.923718
105.648719,1000,2591.654073
187.923323,360,2592.529292
118.167762,1000,2598.773786
59.553499,1000,2602.366897
260.516709,358,2603.425776
-5.585712,275,2604.12708
221.05174,302,2604.93176
174.425991,331,2608.478891
234.00652,329,2609.25331
96.346326,1000,2612.033891
-199.538725,438,2613.116152
189.404384,325,2617.359139
120.074786,1000,2619.853088
202.694212,338,2620.799907
223.570823,293,2621.50111
262.16707,313,2625.696157
232.755469,295,2626.425341
232.072739,348,2627.339247
128.573627,1000,2630.456875
-3.827657,229,2634.374037
170.258858,319,2635.240059
181.812546,427,2636.36821
232.224027,332,2637.210641
244.028923,400,2638.383542
222.662998,419,2639.641519
244.794401,330,2643.425673
173.87429,366,2644.275004
213.030461,301,2644.980425
92.606563,1000,2648.208823
186.13216,333,2652.449316
246.135244,299,2653.174376
254.585101,299,2653.850473
241.154791,302,2654.549943
164.194913,515,2655.835516
208.268265,317,2656.589271
268.700604,293,2660.785881
239.854259,310,2661.524652
213.497614,403,2662.531825
220.858288,312,2663.303892
208.02746,323,2664.150526
18.277628,212,2664.621226
60.580795,1000,2671.489468
216.699677,366,2672.503234
228.599866,290,2673.172616
105.639968,1000,2679.655863
251.766393,300,2680.343189
91.051332,1000,2684.543195
-37.402342,241,2685.116851
245.142727,290,2688.885489
176.568239,339,2689.717013
59.821713,1000,2693.576367
108.195542,1000,2699.643926
219.108145,297,2700.359074
246.09521,313,2701.108306
186.858613,335,2701.963163
133.662461,390,2703.032669
-12.478934,290,2703.715596
134.451191,1000,2708.681101
175.815929,482,2710.203919
228.820704,298,2710.942506
152.472702,306,2711.693286
230.185954,410,2715.770046
180.287452,529,2717.197986
7.611175,237,2717.697953
148.12766,696,2720.039656
276.094151,293,2724.437804
261.850118,278,2725.078954
75.159242,1000,2728.78732
185.329511,326,2729.578982
249.171045,306,2730.372777
-0.155642,273,2733.976014
93.201772,1000,2737.81326
130.60046,559,2739.705193
171.498291,552,2744.958458
-146.442615,291,2745.730569
257.52654,309,2746.543038
172.078958,340,2747.522892
232.837102,310,2748.398786
229.14355,306,2749.22787
134.136516,1000,2755.978186
250.076584,339,2756.818195
258.699547,409,2757.81706
-71.663755,419,2758.907741
212.062268,295,2762.863305
235.779509,302,2763.591652
139.214073,443,2764.717243
129.910181,589,2766.352292
170.925928,419,2767.439787
-39.214,362,2771.204437
72.926999,1000,2774.910209
124.005349,579,2776.599334
199.635264,309,2779.782447
86.63724,1000,2783.266911
1.691311,207,2783.715485
247.91794,295,2784.389232
179.207328,452,2785.651821
68.410084,1000,2791.943153
244.915889,531,2793.336281
30.607562,216,2793.810223
106.416519,1000,2799.715723
267.003549,287,2800.382107
170.940682,384,2801.355726
105.231564,1000,2807.190345
93.387106,1000,2811.009265
161.414626,449,2812.358264
255.016007,296,2816.256029
234.942002,398,2817.359798
45.511635,1000,2821.052524
52.517899,1000,2826.987324
226.988459,345,2827.851135
-34.984982,317,2828.606596
210.167704,711,2830.935136
218.25449,311,2831.684405
248.557865,306,2835.352504
20.407326,257,2835.93318
170.931323,328,2836.722345
251.353833,283,2837.404544
262.856224,306,2838.132183
178.762085,366,2839.088246
-107.385705,356,2842.760529
215.638528,302,2843.546851
170.886044,337,2844.446907
209.261215,321,2845.250011
250.916738,303,2845.977313
-5.573844,252,2846.552524
109.617554,1000,2852.100001
206.984538,364,2853.091378
207.958396,337,2853.931942
236.9756,309,2854.694196
242.217497,297,2855.429169
74.258575,1000,2862.406813
142.275729,363,2863.358531
111.81841,1000,2869.390579
168.48404,369,2870.512497
79.209603,1000,2874.374321
219.20812,337,2875.2089
-39.136072,277,2878.360491
129.129612,937,2881.392507
216.623032,338,2882.200581
210.609713,319,2882.980552
200.816714,295,2883.769895
242.743107,321,2887.037877
127.265962,386,2888.018375
124.038651,635,2889.855667
-23.085441,241,2890.369272
245.45067,321,2891.125161
162.514495,342,2895.431006
190.654267,467,2896.655411
270.913493,301,2897.377173
153.287669,408,2898.43574
-51.533546,245,2898.972068
255.564609,333,2899.795517
208.278663,291,2903.353207
162.274821,313,2904.103795
235.22424,307,2904.800122
146.138873,401,2905.775764
249.742823,286,2906.480317
262.795652,313,2907.231489
62.873296,1000,2914.014537
-33.491857,329,2914.778025
192.254021,741,2917.041625
181.719855,402,2921.059464
158.373746,514,2922.520995
228.893056,343,2923.362039
100.501214,1000,2926.421843
183.049104,324,2930.332178
259.259375,306,2931.158444
112.85113,1000,2934.179392
85.136371,1000,2940.62758
60.285988,1000,2944.178305
-19.271687,269,2944.80725
48.243176,1000,2950.799009
47.106685,1000,2954.35148
72.889175,1000,2960.537676
250.184894,523,2962.180511
265.963752,320,2962.953298
6.191381,311,2963.84516
-39.222708,320,2967.630277
284.654675,306,2968.36391
230.667573,606,2970.342757
-156.474948,543,2971.713317
253.208291,306,2972.43497
75.49903,1000,2979.133073
263.161423,300,2979.835752
165.117604,329,2980.688473
196.749157,320,2981.535316
204.444055,328,2985.653476
189.87545,380,2986.721807
128.041612,1000,2990.278881
148.801436,351,2991.336725
237.360469,316,2995.101506
-85.538912,518,2996.390002
198.880958,358,2997.294743
65.230893,1000,3000.259598
235.14417,302,3003.447429
236.313453,303,3004.162788
134.453583,414,3005.317563
175.681751,324,3006.122669
119.022555,1000,3012.518844
253.300694,779,3014.897738
216.374481,485,3016.306453
0.798283,254,3016.853324
279.502704,330,3020.16617
158.512501,324,3020.944181
244.6379,295,3021.653581
224.063371,334,3022.561502
58.866788,1000,3026.18339
-165.233439,422,3029.725071
243.88955,303,3030.482508
270.55312,316,3031.242445
147.620239,559,3032.831313
220.545752,314,3033.691271
195.140029,324,3037.91915
147.091767,364,3038.923333
239.438487,332,3039.783136
131.11518,445,3040.992929
214.722319,392,3041.918162
212.906695,352,3042.825307
160.709552,439,3046.947725
268.047809,341,3047.781368
265.58879,325,3048.582078
99.927694,1000,3052.17329
253.270196,306,3055.931083
205.891919,305,3056.70473
71.838054,1000,3060.06888
178.957432,439,3061.40431
-26.615375,219,3064.40585
165.695797,364,3065.422044
130.498348,1000,3069.329012
194.860565,423,3070.529933
-45.062247,273,3074.068288
199.86925,391,3075.172435
-52.052463,247,3075.72369
257.585224,350,3076.565417
281.126209,319,3077.316691
202.327299,425,3078.48778
189.819311,453,3082.58443
-94.999718,459,3083.868571
196.28377,363,3084.726736
235.106277,292,3085.416549
230.943444,346,3086.312185
52.674887,1000,3093.548341
272.169965,304,3094.365422
240.977538,307,3095.190309
257.948311,317,3096.018645
151.309512,420,3100.308261
239.194483,324,3101.091851
221.915995,357,3102.006686
-8.847395,225,3102.490601
132.934913,1000,3106.03072
196.910863,311,3109.626023
242.712623,386,3110.544097
230.085142,345,3111.464248
169.670386,332,3112.344158
82.135153,1000,3119.583165
119.687958,1000,3123.710873
241.899528,339,3124.51412
243.918571,298,3125.298586
253.187037,306,3129.064011
238.15787,354,3129.947607
218.409272,321,3130.703465
232.322949,300,3131.416755
236.809155,692,3133.575567
-51.937596,273,3137.282738
213.435643,302,3138.097091
253.675195,870,3141.029739
152.429943,352,3142.046525
199.471932,302,3142.856895
163.827583,432,3147.101043
162.474521,315,3147.853483
184.751963,335,3148.688115
218.079888,352,3149.609579
229.084183,305,3150.425292
242.081246,298,3151.219317
265.856582,338,3154.90787
166.483782,326,3155.784255
159.856037,343,3156.670858
107.221738,525,3158.033209
69.015453,1000,3163.775036
266.65911,295,3164.464754
126.208817,1000,3167.53896
221.275009,295,3168.312487
105.085542,1000,3175.013741
181.468932,435,3176.195493
23.290576,252,3176.737567
229.508534,430,3177.856129
203.412257,348,3181.692426
205.950304,571,3183.459018
198.924663,393,3184.630223
-16.500588,222,3185.140619
241.358164,307,3185.913487
198.331819,313,3189.567042
155.056172,349,3190.501584
225.306727,321,3191.331892
200.427355,320,3192.201588
234.070984,418,3193.396648
216.3427,357,3194.363536
250.54596,382,3198.56684
209.37949,318,3199.399652
222.178749,312,3200.15385
215.155347,343,3200.969341
260.547661,302,3201.737177
-4.179352,248,3202.268419
176.205282,379,3203.286147
145.698435,527,3207.304138
107.397744,1000,3210.913511
166.399533,336,3211.80795
149.814731,376,3216.561406
13.202899,264,3217.188537
199.341818,346,3218.054431
223.815812,318,3218.881304
167.01129,301,3219.68829
57.727358,1000,3226.316324
212.541727,430,3227.536244
16.533917,244,3228.050765
100.642409,1000,3232.044604
-123.733519,369,3235.708274
172.08336,341,3236.581177
178.252571,269,3237.20598
223.709679,249,3237.763673
161.165797,314,3238.564566
259.544158,296,3239.309522
194.312394,503,3244.113149
259.974822,511,3245.760288
186.908742,647,3247.886716
-68.801545,452,3249.183492
96.925487,1000,3255.808668
213.479746,464,3257.33991
205.753068,387,3258.507727
123.268517,1000,3264.885392
211.129928,356,3265.792716
207.278832,323,3266.578228
88.652523,1000,3272.077053
235.456087,298,3272.853397
116.796146,1000,3276.968255
198.473498,420,3278.020324
228.727274,298,3282.180596
176.131337,395,3283.263115
206.768675,305,3284.429585
92.061598,1000,3287.790609
237.891217,568,3291.325217
128.154684,1000,3293.367245
242.452869,357,3294.117705
-8.453007,271,3296.580393
230.98937,318,3297.155117
109.663597,1000,3300.269863
212.69824,365,3301.005957
236.626534,308,3301.547143
113.172785,1000,3307.03481
219.491215,346,3307.717469
112.662168,1000,3313.557708
-23.632198,346,3314.211052
223.79656,319,3314.834138
200.192759,310,3315.404802
241.587592,323,3315.952504
212.439471,415,3316.911118
-22.86177,284,3319.673388
251.166805,300,3320.190577
257.952979,317,3320.749113
234.974338,298,3321.272181
229.551371,908,3323.690521
207.527257,334,3326.586842
226.907225,321,3327.181625
106.116213,1000,3329.530588
89.578804,1000,3334.166995
245.741985,336,3334.8868
26.61381,266,3335.377057
188.482628,374,3336.279008
182.863213,369,3337.067535
256.188497,339,3339.64861
193.742938,449,3340.578344
212.645878,307,3341.161206
221.861055,320,3341.755121
227.544807,502,3343.103301
182.941654,315,3345.620527
175.707965,384,3346.398149
189.314055,380,3347.119681
118.000918,1000,3349.4722
120.101605,1000,3354.794363
105.47207,1000,3357.497944
225.915806,314,3360.360643
226.859585,327,3361.051012
221.670003,335,3361.708604
249.378043,381,3362.461749
168.512498,391,3363.320755
227.833302,308,3363.949734
198.305714,364,3366.994598
200.631491,795,3368.828568
182.746869,367,3369.49586
211.706978,374,3370.158945
186.766229,381,3370.947042
-7.668204,253,3373.711295
210.395926,401,3374.597925
188.620552,316,3375.293595
121.555404,1000,3377.694244
83.505768,1000,3383.193723
235.682127,304,3383.728948
142.04319,1000,3388.537684
207.542555,360,3389.23642
67.355927,1000,3392.17106
-30.222223,268,3392.675553
237.652206,313,3395.038016
178.667258,422,3395.969464
159.387572,429,3397.003032
209.841193,340,3397.724418
264.274084,297,3398.337257
225.947227,298,3398.912542
230.559793,379,3402.036939
243.899589,315,3402.625839
194.879491,405,3403.392008
225.609627,344,3404.09037
206.155406,376,3404.806051
223.663973,591,3408.651718
70.085661,1000,3411.43317
194.539938,410,3412.318839
75.896716,1000,3416.940375
3.971423,260,3417.402933
101.542335,1000,3420.202652
-190.090456,598,3423.915829
214.252785,348,3424.626743
224.2267,320,3425.326658
245.178719,487,3426.656989
86.325868,1000,3431.844656
239.177389,320,3432.403458
174.556464,375,3433.233003
194.406962,357,3433.985287
-52.33626,296,3434.490286
206.225056,321,3436.978331
101.543511,1000,3439.321804
191.324827,309,3439.935236
225.708331,316,3440.547318
191.465945,326,3441.159782
-9.954085,249,3443.901462
80.863734,1000,3445.996604
164.569452,491,3447.095732
91.090764,1000,3452.125725
201.51013,342,3452.765352
200.709829,316,3453.354636
223.619022,331,3453.969719
166.436333,457,3457.612356
-161.928589,326,3458.235635
228.996101,307,3458.874757
247.853446,302,3459.470065
93.159814,1000,3462.295807
251.300116,342,3465.107642
208.29901,326,3465.78138
192.033214,320,3466.390658
199.097774,367,3467.142507
238.623372,317,3467.73132
217.007216,347,3468.37188
223.092336,331,3471.171888
211.658184,404,3472.074454
-0.819152,315,3472.648127
198.911709,330,3473.336833
231.530764,334,3473.979657
175.50312,568,3477.661468
235.854148,311,3478.254031
257.831483,316,3478.870398
201.803636,328,3479.52228
87.753987,1000,3484.328788
195.331559,358,3485.044257
192.143215,311,3485.666222
167.52863,323,3486.343454
-33.695608,239,3486.745926
238.515415,313,3487.358938
127.710166,1000,3491.257851
169.183555,509,3492.272825
227.446649,327,3492.883651
219.138946,404,3493.838794
172.25546,709,3497.248834
162.322003,318,3497.873212
-22.123409,226,3498.230296
252.075413,353,3498.918719
97.498104,1000,3503.590337
238.986919,332,3504.266789
210.570226,359,3505.035821
211.8048,672,3506.695401
108.822732,1000,3511.8318
97.871183,1000,3514.72315
176.364045,334,3515.445083
145.522516,492,3518.313946
181.658951,405,3519.123058
227.135592,337,3519.785909
253.80867,321,3520.425339
187.808161,361,3521.103683
-48.20972,276,3523.846773
236.570917,355,3524.558183
255.033668,367,3525.302612
188.259676,411,3526.190675
224.376598,312,3526.806173
236.840778,310,3527.430653
70.293704,1000,3531.906049
190.280598,470,3532.854792
230.415696,326,3533.502902
185.555975,359,3534.195612
217.421,314,3537.44235
220.674606,513,3538.575143
235.619284,330,3539.174469
210.211163,337,3539.844562
134.017497,459,3540.710747
239.621424,325,3543.171626
98.847134,1000,3545.34815
196.806445,387,3546.099116
249.638589,305,3546.675058
197.427806,357,3549.239232
186.337864,407,3550.00336
219.028243,314,3550.585583
138.792151,544,3551.884413
-30.547302,251,3552.276994
227.719932,310,3552.83418
115.574701,1000,3557.338555
112.161838,1000,3559.258217
225.299127,305,3562.160566
183.464221,322,3562.872368
254.64422,313,3563.449117
201.854708,309,3564.00585
251.32157,300,3564.589016
69.470749,1000,3570.187346
244.017209,325,3570.837848
178.524488,427,3571.639999
205.92594,484,3572.728605
111.182583,1000,3577.111944
-3.290931,247,3577.59754
98.743946,1000,3580.475604
71.418519,1000,3585.781852
87.348275,1000,3588.50149
224.444444,320,3589.161487
237.831977,316,3591.709666
212.996131,354,3592.459952
193.839666,349,3593.208665
171.304036,360,3593.998284
139.938876,718,3598.55147
24.605254,1000,3601.637587
260.796326,311,3602.284758
201.868005,658,3604.15598
103.30216,517,3607.528988
-169.205674,385,3608.462307
223.567282,316,3609.118195
217.237314,541,3610.459117
70.902769,1000,3615.442881
123.282934,1000,3618.364705
162.871058,448,3621.627805
241.00079,335,3622.25556
243.941423,758,3624.57621
214.415711,332,3625.265592
156.623897,372,3626.030771
